RPM_Left,RPM_Right,dist_Right_RPM,dist_Left_RPM,Pos_Left,Pos_Right,dist_Left_pos,dist_Right_pos,time_stamp
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.1700397
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.1940372
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.2169917
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.2449143
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.271574
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.2942483
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.3171287
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.345766
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.3738787
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.4002185
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.4251802
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.448234
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.472058
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.4960306
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.5194407
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.5464401
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.5712564
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.5968497
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.6204333
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.6444695
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.6668477
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.7000813
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.7235272
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.7482414
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.772683
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.7966716
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.8232343
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.8464005
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.869757
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.893225
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.9212463
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.9467208
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.975347
0,0,0.0,0.0,194,62,0.0,0.0,1709885559.999241
0,0,0.0,0.0,194,62,0.0,0.0,1709885560.028874
0,0,0.0,0.0,194,62,0.0,0.0,1709885560.0545404
0,0,0.0,0.0,194,62,0.0,0.0,1709885560.0842795
0,0,0.0,0.0,194,62,0.0,0.0,1709885560.1124463
0,-2,-0.0004060929510585733,0.0,87,64,-9.337511498169663,0.17453292519943295,1709885560.1512253
0,-4,-0.0009616716308168162,0.0,194,66,0.0,0.3490658503988659,1709885560.1777523
1,-7,-0.0019660482980698142,0.00014348238103614253,192,69,-0.17453292519943295,0.6108652381980153,1709885560.2051554
3,-9,-0.0033392944144826435,0.0006012310865070856,189,72,-0.43633231299858233,0.8726646259971647,1709885560.2342966
6,-10,-0.004833727260180607,0.0014978907939258643,186,73,-0.6981317007977317,0.9599310885968811,1709885560.2628381
9,-10,-0.006181503153599271,0.0027108890980026617,183,73,-0.959931088596881,0.9599310885968811,1709885560.2885787
10,-12,-0.008092657459818747,0.004303517686518892,180,77,-1.2217304763960304,1.308996938995747,1709885560.3189957
12,-11,-0.009629905197347858,0.005980515218368832,179,79,-1.3089969389957468,1.48352986419518,1709885560.345686
12,-11,-0.010993567678906685,0.007468147016433007,177,80,-1.4835298641951797,1.5707963267948963,1709885560.3693624
11,-10,-0.012280973039364615,0.00888429291293673,176,80,-1.5707963267948961,1.5707963267948963,1709885560.39395
10,-9,-0.013422425520756433,0.010152573447816528,176,81,-1.5707963267948961,1.6580627893946127,1709885560.4181724
9,-9,-0.015041194699847472,0.011771342626907568,173,83,-1.8325957145940455,1.8325957145940457,1709885560.4525237
9,-10,-0.01644449750199429,0.013034315148839702,172,86,-1.9198621771937618,2.0943951023931953,1709885560.4793248
9,-10,-0.018482951740557394,0.014868923963546495,170,88,-2.094395102393195,2.268928027592628,1709885560.5182564
9,-10,-0.019735989839385692,0.015996658252491962,169,90,-2.181661564992911,2.4434609527920608,1709885560.5421877
9,-11,-0.021216744440053656,0.01720818474394757,168,91,-2.2689280275926276,2.530727415391777,1709885560.567897
9,-11,-0.022914092683821004,0.018596924216120858,165,93,-2.530727415391777,2.70526034059121,1709885560.597367
10,-11,-0.02454795824122251,0.020082256541031317,163,94,-2.70526034059121,2.7925268031909263,1709885560.6257348
10,-11,-0.026118890389233,0.021510376675586307,162,96,-2.7925268031909263,2.967059728390359,1709885560.65301
10,-10,-0.02734126884601176,0.022732755132365067,160,97,-2.967059728390359,3.0543261909900754,1709885560.6763556
10,-10,-0.028607264888018975,0.023998751174372283,159,98,-3.0543261909900754,3.141592653589792,1709885560.7005343
10,-9,-0.029926986459948256,0.025465108476515928,158,100,-3.141592653589792,3.3161255787892245,1709885560.7285397
9,-10,-0.031159189484435888,0.026574091198554795,155,101,-3.4033920413889414,3.403392041388941,1709885560.752073
9,-10,-0.03258894496634775,0.027860871132275478,153,104,-3.577924966588374,3.6651914291880905,1709885560.7793794
10,-11,-0.03393206448904798,0.029081888880184776,152,105,-3.6651914291880905,3.752457891787807,1709885560.802699
10,-11,-0.03544854955692856,0.030460511669167124,151,107,-3.752457891787807,3.9269908169872396,1709885560.8290288
10,-11,-0.036824447183101704,0.03171132769296089,149,108,-3.9269908169872396,4.014257279586956,1709885560.8529177
9,-11,-0.03871688487640389,0.03325968580566267,148,110,-4.014257279586956,4.188790204786389,1709885560.8857749
9,-11,-0.04007244552258399,0.034368780879810025,146,111,-4.188790204786389,4.276056667386105,1709885560.9093106
9,-11,-0.041603060740642045,0.03562110242185752,145,114,-4.276056667386105,4.537856055185254,1709885560.9358857
10,-10,-0.043056584935282874,0.03707462661649835,144,115,-4.3633231299858215,4.625122517784971,1709885560.963646
10,-10,-0.0446061701826807,0.038624211863896175,142,115,-4.537856055185254,4.625122517784971,1709885560.9932408
9,-10,-0.04590384951928145,0.03979212326683685,139,118,-4.799655442984403,4.88692190558412,1709885561.0180247
9,-10,-0.04738539932320615,0.04112551809036909,138,120,-4.88692190558412,5.0614548307835525,1709885561.0463202
10,-10,-0.04873413645133076,0.0424742552184937,136,121,-5.0614548307835525,5.148721293383269,1709885561.0720792
10,-11,-0.0504177939665005,0.0440048529595571,135,122,-5.148721293383269,5.235987755982985,1709885561.1013114
10,-11,-0.05189559620342876,0.045348309538582786,134,124,-5.235987755982985,5.410520681182418,1709885561.1269696
10,-11,-0.053254081749499825,0.04658329639864739,132,125,-5.410520681182418,5.497787143782134,1709885561.150556
9,-11,-0.05465770413097745,0.04773171471076545,131,128,-5.497787143782134,5.7595865315812835,1709885561.1749263
9,-11,-0.056028177647024155,0.04885301122389457,129,129,-5.672320068981567,5.846852994181,1709885561.198721
10,-11,-0.05744058846009904,0.05013702105396265,128,131,-5.7595865315812835,6.021385919380433,1709885561.2232437
10,-11,-0.058888949451176474,0.051453712864033045,125,132,-6.021385919380433,6.108652381980149,1709885561.2483907
10,-10,-0.06036700385617045,0.05293176726902702,125,132,-6.021385919380433,6.108652381980149,1709885561.2766194
10,-10,-0.06161903078602236,0.05418379419887893,122,134,-6.283185307179582,6.283185307179582,1709885561.3005314
9,-10,-0.06281395787762728,0.055259228581323365,122,135,-6.283185307179582,6.370451769779298,1709885561.3233528
9,-10,-0.06422292821946891,0.05652730188898084,121,138,-6.370451769779298,6.632251157578447,1709885561.3502622
9,-10,-0.06573229141202813,0.05788572876228414,118,139,-6.632251157578447,6.719517620178164,1709885561.3790889
10,-11,-0.06730638190264389,0.05931672011738938,117,141,-6.719517620178164,6.894050545377596,1709885561.4064188
10,-11,-0.06865967678130282,0.0605469881888975,115,142,-6.894050545377596,6.981317007977313,1709885561.4299152
10,-10,-0.07002053545357649,0.06190784686117118,114,144,-6.981317007977313,7.155849933176746,1709885561.4559057
9,-10,-0.07147267397221263,0.0632147715279437,112,146,-7.155849933176746,7.330382858376178,1709885561.4836395
10,-10,-0.07298639392986765,0.06472849148559873,111,148,-7.243116395776462,7.504915783575611,1709885561.5125494
10,-11,-0.07454283889766704,0.06614344145632543,108,149,-7.504915783575611,7.592182246175327,1709885561.539573
10,-11,-0.07591733586755436,0.067392984156223,107,151,-7.592182246175327,7.76671517137476,1709885561.5634375
10,-11,-0.07726905157491067,0.06862181661745599,105,152,-7.76671517137476,7.853981633974477,1709885561.5869064
9,-10,-0.07867488854128225,0.06988706988719043,104,153,-7.853981633974477,7.941248096574193,1709885561.613756
9,-10,-0.08015504018563467,0.0712192063671076,103,155,-7.941248096574193,8.115781021773627,1709885561.6420248
9,-10,-0.08165781205449595,0.07257170104908275,101,156,-8.115781021773627,8.203047484373343,1709885561.6707256
9,-11,-0.08302475646597937,0.07369011011302375,100,159,-8.203047484373343,8.464846872172492,1709885561.694459
10,-11,-0.08518562581688041,0.07565453679566106,98,160,-8.377580409572776,8.552113334772208,1709885561.7319767
9,-11,-0.0868483009516117,0.0770149073604412,96,163,-8.552113334772208,8.813912722571358,1709885561.7608447
9,-11,-0.08869160581951543,0.07852306588872608,94,165,-8.726646259971641,8.98844564777079,1709885561.7928488
9,-11,-0.09011379376274227,0.07968667420591168,93,166,-8.813912722571358,9.075712110370507,1709885561.8175414
10,-11,-0.09145764107743415,0.0809083535829043,90,168,-9.075712110370507,9.25024503556994,1709885561.8408737
10,-10,-0.09353338373244756,0.0829840962379177,88,169,-9.25024503556994,9.337511498169656,1709885561.8805175
10,-10,-0.09474657428346554,0.08419728678893569,87,170,-9.337511498169656,9.424777960769372,1709885561.9036877
9,-10,-0.09622250648196587,0.08552562576758597,86,172,-9.424777960769372,9.599310885968805,1709885561.931876
9,-10,-0.09746208729491086,0.08664124849923646,84,175,-9.599310885968805,9.861110273767954,1709885561.9555502
9,-11,-0.09884395830818526,0.08777187023737007,83,176,-9.686577348568521,9.94837673636767,1709885561.9795427
10,-11,-0.10051731688007697,0.08929310530272616,81,177,-9.861110273767954,10.035643198967387,1709885562.0085962
10,-11,-0.1020428238222691,0.09067992979562811,79,179,-10.035643198967387,10.21017612416682,1709885562.0350826
10,-11,-0.10366645909601442,0.0921559618626693,79,180,-10.035643198967387,10.297442586766536,1709885562.0632727
9,-11,-0.1050030834184873,0.09324956358105621,77,182,-10.21017612416682,10.471975511965969,1709885562.0864797
9,-10,-0.10655759967509097,0.09464862821199951,76,183,-10.297442586766536,10.559241974565685,1709885562.1161687
9,-10,-0.10792034336607371,0.09587509753388399,73,186,-10.559241974565685,10.821041362364834,1709885562.1421952
9,-10,-0.10942561194845694,0.09722983925802889,72,187,-10.646508437165402,10.90830782496455,1709885562.1709437
9,-10,-0.11064022562618245,0.09832299156798184,70,189,-10.821041362364834,11.082840750163983,1709885562.1941411
10,-10,-0.11186301604069233,0.09954578198249173,69,190,-10.90830782496455,11.1701072127637,1709885562.2174947
10,-10,-0.1130717000238032,0.1007544659656026,67,190,-11.082840750163983,11.1701072127637,1709885562.240579
10,-10,-0.11552008965553516,0.10320285559733455,66,194,-11.1701072127637,11.519173063162565,1709885562.2873397
10,-11,-0.11697846121947884,0.10452864792819246,63,196,-11.431906600562849,11.693705988361998,1709885562.3126605
10,-10,-0.11823725424297524,0.10578744095168885,62,197,-11.519173063162565,11.780972450961714,1709885562.3367016
10,-10,-0.11952308667391434,0.10707327338262795,60,199,-11.693705988361998,11.955505376161147,1709885562.3612592
9,-11,-0.1208856094057504,0.10818806470867563,59,200,-11.780972450961714,12.042771838760864,1709885562.3849158
9,-11,-0.12245564897867679,0.10947264254106995,57,201,-11.955505376161147,12.13003830136058,1709885562.4121754
9,-11,-0.1238443172945147,0.1106088257085737,56,203,-12.042771838760864,12.304571226560013,1709885562.436286
10,-10,-0.12542272709952343,0.11218723551358242,53,204,-12.304571226560013,12.391837689159729,1709885562.4664314
10,-10,-0.1268508222669432,0.1136153306810022,52,206,-12.391837689159729,12.566370614359162,1709885562.493706
10,-10,-0.12841784705829185,0.11518235547235084,50,207,-12.566370614359162,12.653637076958878,1709885562.523634
10,-10,-0.129767270782635,0.11653177919669398,49,210,-12.653637076958878,12.915436464758027,1709885562.549406
9,-10,-0.1311778515046983,0.11780130184655095,48,211,-12.740903539558595,13.002702927357744,1709885562.5763462
9,-11,-0.1325191996091547,0.11889876847746983,46,213,-12.915436464758027,13.177235852557176,1709885562.5996351
10,-11,-0.13419276415991196,0.12042019079634006,45,213,-13.002702927357744,13.177235852557176,1709885562.6286922
10,-11,-0.13593943747601894,0.12200807562916459,42,213,-13.264502315156893,13.177235852557176,1709885562.6590185
10,-10,-0.1375822000720559,0.12365083822520156,40,217,-13.439035240356326,13.526301702956042,1709885562.690393
9,-9,-0.1388197810174698,0.12488841917061548,39,218,-13.526301702956042,13.613568165555758,1709885562.7166553
9,-9,-0.13996071667916257,0.12602935483230826,38,220,-13.613568165555758,13.788101090755191,1709885562.7408667
9,-9,-0.1411537275431394,0.1272223656962851,36,221,-13.788101090755191,13.875367553354907,1709885562.7661831
9,-10,-0.14236649365285867,0.1283138551950324,35,223,-13.875367553354907,14.04990047855434,1709885562.7893453
9,-10,-0.14392291989530664,0.12971463881323558,33,225,-14.04990047855434,14.224433403753773,1709885562.8190708
10,-10,-0.1451529757461654,0.13094469466409434,32,227,-14.137166941154057,14.398966328953206,1709885562.8425632
10,-11,-0.14684951380639488,0.13248700199157568,29,228,-14.398966328953206,14.486232791552922,1709885562.872019
10,-11,-0.14834728226135818,0.13384860967790593,28,230,-14.486232791552922,14.660765716752355,1709885562.8980238
10,-11,-0.15008398620037203,0.13542743144064578,26,232,-14.660765716752355,14.835298641951788,1709885562.928177
10,-11,-0.15176305725280195,0.13695385967012752,25,235,-14.748032179352071,15.097098029750937,1709885562.9573298
10,-11,-0.15444400950731968,0.13939108899241637,24,237,-14.835298641951788,15.27163095495037,1709885563.0038774
9,-11,-0.15600642786222033,0.1406694312827896,21,238,-15.097098029750937,15.358897417550086,1709885563.0310047
9,-11,-0.15737209520473727,0.14178679547212167,19,240,-15.27163095495037,15.533430342749519,1709885563.0547159
10,-11,-0.15878127901558503,0.14306787166380144,16,241,-15.533430342749519,15.620696805349235,1709885563.0791826
10,-10,-0.16009417582110205,0.14438076846931847,15,242,-15.620696805349235,15.707963267948951,1709885563.104257
10,-10,-0.16132969947457387,0.1456162921227903,14,244,-15.707963267948951,15.882496193148384,1709885563.1278539
10,-10,-0.16257436109953602,0.14686095374775243,12,245,-15.882496193148384,15.9697626557481,1709885563.1516252
10,-10,-0.1638537769767237,0.14814036962494012,11,247,-15.9697626557481,16.144295580947535,1709885563.1760602
10,-11,-0.1654405145696849,0.14958285834581392,9,249,-16.144295580947535,16.318828506146968,1709885563.2036097
10,-11,-0.16681306160631157,0.1508306283791109,8,251,-16.231562043547253,16.4933614313464,1709885563.2274404
10,-11,-0.16891440306506553,0.15274093879615996,7,252,-16.31882850614697,16.58062789394612,1709885563.2639246
9,-10,-0.17030545948738718,0.15399288957624946,5,254,-16.493361431346404,16.75516081914555,1709885563.2904918
9,-10,-0.17148982548079425,0.15505881897031584,4,255,-16.580627893946122,16.84242728174527,1709885563.3131115
9,-11,-0.1730810396811003,0.15636072149783897,2,258,-16.755160819145555,17.10422666954442,1709885563.3407388
9,-11,-0.17466347918173347,0.15765544472562973,1,259,-16.842427281745273,17.19149313214414,1709885563.3682137
9,-10,-0.17633494149970524,0.15915976081180433,360,261,-16.92969374434499,17.36602605734357,1709885563.4001362
9,-10,-0.17776120158268638,0.16044339488648734,358,262,-17.104226669544424,17.45329251994329,1709885563.4273758
10,-10,-0.17928678092957065,0.16196897423337162,357,264,-17.191493132144142,17.627825445142722,1709885563.4565122
10,-11,-0.18087811871719603,0.1634156449493947,354,265,-17.453292519943293,17.71509190774244,1709885563.4841416
10,-11,-0.18245789422450126,0.16485180450149037,352,268,-17.627825445142726,17.97689129554159,1709885563.5115702
10,-11,-0.18411621633920702,0.1663593700603138,351,268,-17.715091907742444,17.97689129554159,1709885563.5403626
10,-11,-0.18599326054528964,0.16806577388402524,350,271,-17.802358370342162,18.238690683340742,1709885563.5729525
9,-11,-0.1874529641058973,0.1692600767972497,348,273,-17.976891295541595,18.413223608540175,1709885563.5982964
9,-11,-0.18955562382939084,0.17098043475283534,347,275,-18.064157758141313,18.587756533739608,1709885563.6348035
9,-11,-0.19097167360242398,0.17213902093077152,344,276,-18.325957145940464,18.675022996339326,1709885563.6593895
9,-11,-0.19228695851442476,0.17321516313149943,343,278,-18.413223608540182,18.84955592153876,1709885563.682226
9,-10,-0.19374915878855437,0.17453114337821607,341,279,-18.587756533739615,18.936822384138477,1709885563.710152
10,-10,-0.19515242413999837,0.17593440872966007,340,280,-18.675022996339333,19.024088846738195,1709885563.7369523
10,-10,-0.1963960371452813,0.17717802173494301,338,283,-18.849555921538766,19.285888234537346,1709885563.7607036
9,-10,-0.19829674769883848,0.17888866123314445,337,285,-18.936822384138484,19.46042115973678,1709885563.7970045
10,-10,-0.19979120551167168,0.18038311904597765,334,286,-19.198621771937635,19.547687622336497,1709885563.8255465
10,-11,-0.20109921250375598,0.18157221631150883,333,289,-19.285888234537353,19.809487010135648,1709885563.8482566
10,-11,-0.2032069118434936,0.1834883066203612,331,290,-19.460421159736786,19.896753472735366,1709885563.8848512
9,-11,-0.2048404478347102,0.18482483606772024,330,292,-19.547687622336504,20.0712863979348,1709885563.9132133
9,-11,-0.2066417055501908,0.18629859238038618,328,293,-19.722220547535937,20.158552860534517,1709885563.9444873
9,-10,-0.20803519626819633,0.18755273402659117,326,295,-19.89675347273537,20.33308578573395,1709885563.971101
9,-10,-0.2100847359147969,0.1893973197085317,324,297,-20.071286397934802,20.507618710933382,1709885564.0102444
9,-10,-0.2112810361988389,0.19047398996416948,323,299,-20.15855286053452,20.682151636132815,1709885564.033092
9,-10,-0.21252262686616905,0.19159142156476663,321,300,-20.333085785733953,20.769418098732533,1709885564.0568047
9,-11,-0.21390172403072055,0.19271977379030877,320,302,-20.42035224833367,20.943951023931966,1709885564.080749
10,-11,-0.21529311126758385,0.19398467127836633,317,303,-20.682151636132822,21.031217486531684,1709885564.1049068
10,-11,-0.2168005195334554,0.19535504242915863,316,304,-20.76941809873254,21.118483949131402,1709885564.131079
10,-10,-0.2184305239233952,0.19698504681909845,314,307,-20.943951023931973,21.380283336930553,1709885564.1622097
10,-10,-0.21986162763060893,0.19841615052631217,313,309,-21.03121748653169,21.554816262129986,1709885564.1895418
9,-11,-0.22135051153050436,0.19963432826259025,312,310,-21.11848394913141,21.642082724729704,1709885564.2153924
9,-11,-0.22297214194329157,0.2009611167821434,310,312,-21.293016874330842,21.816615649929137,1709885564.2435477
9,-11,-0.22433348372963174,0.2020749418800581,309,313,-21.38028333693056,21.903882112528855,1709885564.2671838
9,-11,-0.22574395834137037,0.20322896656238967,307,314,-21.554816262129993,21.991148575128573,1709885564.291673
9,-10,-0.22697774677894444,0.20433937615620634,306,316,-21.64208272472971,22.165681500328006,1709885564.3152366
10,-10,-0.22895191064431736,0.20631354002157926,304,319,-21.816615649929144,22.427480888127157,1709885564.3529403
10,-11,-0.23052985980568128,0.20774803925918284,302,320,-21.991148575128577,22.514747350726875,1709885564.3803372
10,-11,-0.232179475880336,0.20924769023614168,300,321,-22.16568150032801,22.602013813326593,1709885564.4089785
10,-11,-0.2335217165598765,0.21046790903572396,299,324,-22.252947962927728,22.863813201125744,1709885564.432283
10,-10,-0.23579629747977796,0.21274248995562542,296,326,-22.51474735072688,23.038346126325177,1709885564.4757242
9,-10,-0.2370423322971772,0.21386392129128473,295,327,-22.602013813326597,23.125612588924895,1709885564.4995217
9,-10,-0.23832710362486947,0.21502021548620778,293,328,-22.77654673852603,23.212879051524613,1709885564.524059
9,-11,-0.23966540324211558,0.21611518790031822,292,330,-22.863813201125748,23.387411976724046,1709885564.547295
9,-11,-0.24132914946694778,0.21747643481154455,290,331,-23.03834612632518,23.474678439323764,1709885564.5761817
9,-10,-0.24269114414387394,0.2187022300207781,289,333,-23.1256125889249,23.649211364523197,1709885564.6021938
9,-10,-0.24444503545877289,0.22028073220418715,288,336,-23.212879051524617,23.911010752322348,1709885564.6356907
10,-10,-0.245776482845758,0.22161217959117227,285,337,-23.474678439323768,23.998277214922066,1709885564.6611195
10,-11,-0.2474187935366475,0.2231051893101627,283,338,-23.6492113645232,24.085543677521784,1709885564.6896338
10,-11,-0.24892688839873758,0.2244761846393355,282,340,-23.73647782712292,24.260076602721217,1709885564.715818
10,-10,-0.25045078246399455,0.22600007870459246,280,341,-23.91101075232235,24.347343065320935,1709885564.7449222
10,-10,-0.2517323330312435,0.22728162927184142,279,343,-23.99827721492207,24.521875990520368,1709885564.769398
9,-10,-0.2529180722170876,0.22834879453910117,278,344,-24.085543677521787,24.609142453120086,1709885564.792044
9,-11,-0.2542927751658405,0.22947355149717172,276,345,-24.26007660272122,24.696408915719804,1709885564.815912
9,-11,-0.256070249188311,0.23092784842464759,275,348,-24.34734306532094,24.958208303518955,1709885564.8467731
9,-11,-0.2575935178268307,0.232174159128891,272,350,-24.60914245312009,25.132741228718388,1709885564.8732207
9,-11,-0.25889968474104935,0.23324284114961533,271,351,-24.696408915719807,25.220007691318106,1709885564.8958988
10,-10,-0.260270205694653,0.23461336210321895,269,352,-24.87094184091924,25.307274153917824,1709885564.9220738
10,-10,-0.2616615492390297,0.23600470564759563,268,354,-24.95820830351896,25.481807079117257,1709885564.9486465
10,-10,-0.26324882237704134,0.23759197878560728,266,355,-25.13274122871839,25.569073541716975,1709885564.9789612
10,-11,-0.26480945558177377,0.23901073624445496,265,358,-25.22000769131811,25.830872929516126,1709885565.0060575
10,-10,-0.2663066972301839,0.24050797789286513,262,360,-25.48180707911726,26.00540585471556,1709885565.0346527
10,-10,-0.2677717187905933,0.24197299945327452,261,0,-25.56907354171698,26.00540585471556,1709885565.0626326
10,-11,-0.26935296361380623,0.24341049474710444,259,1,-25.74360646691641,26.092672317315277,1709885565.0900867
9,-11,-0.27073502687402184,0.24454127377818993,258,2,-25.83087292951613,26.179938779914995,1709885565.1140826
9,-11,-0.2721240934156665,0.2456777827668083,256,4,-26.005405854715562,26.354471705114427,1709885565.1382
9,-11,-0.2735682661698109,0.24685937865656277,255,5,-26.09267231731528,26.441738167714146,1709885565.1632743
9,-10,-0.2747903200538318,0.24795922715218158,254,8,-26.179938779915,26.703537555513297,1709885565.1866138
10,-10,-0.27678367116262087,0.24995257826097067,252,9,-26.35447170511443,26.790804018113015,1709885565.224684
10,-10,-0.27820281561206445,0.25137172271041425,249,11,-26.616271092913582,26.965336943312447,1709885565.2517877
10,-10,-0.27971691007674776,0.25288581717509756,248,12,-26.7035375555133,27.052603405912166,1709885565.2807047
10,-11,-0.2810885233425172,0.2541327383257971,247,15,-26.79080401811302,27.314402793711317,1709885565.3045192
10,-11,-0.2834013089727315,0.256235270716901,245,16,-26.96533694331245,27.401669256311035,1709885565.3446746
10,-11,-0.2848059475166126,0.257512214847702,242,18,-27.227136331111602,27.576202181510467,1709885565.3690624
10,-11,-0.2864612486079568,0.25901703402165127,242,21,-27.227136331111602,27.83800156930962,1709885565.3978024
9,-11,-0.28830821989966754,0.26052819235123276,240,22,-27.401669256311035,27.925268031909336,1709885565.4298701
9,-11,-0.2902780919144962,0.26213990581791075,238,24,-27.576202181510467,28.09980095710877,1709885565.4640718
9,-11,-0.2916747110145448,0.26328259417249594,235,25,-27.83800156930962,28.187067419708487,1709885565.4883204
9,-10,-0.2931909152021541,0.26464717794134435,234,26,-27.925268031909336,28.274333882308206,1709885565.5172777
10,-10,-0.2944077259877789,0.26586398872696915,232,29,-28.09980095710877,28.536133270107356,1709885565.540517
10,-10,-0.29633850945570794,0.26779477219489817,231,31,-28.187067419708487,28.71066619530679,1709885565.5773923
9,-11,-0.2977241018204868,0.2689284386751718,230,32,-28.274333882308206,28.797932657906507,1709885565.6014495
9,-11,-0.29904334152670636,0.27000781661662415,228,33,-28.44886680750764,28.885199120506226,1709885565.6243546
10,-10,-0.3004884642803458,0.2714529393702636,227,35,-28.536133270107356,29.05973204570566,1709885565.6519544
10,-10,-0.3020233064343965,0.2729877815243143,225,36,-28.71066619530679,29.146998508305376,1709885565.6812677
9,-10,-0.3033924167448602,0.27421998080373167,224,38,-28.797932657906507,29.32153143350481,1709885565.7074158
9,-10,-0.3046369410505787,0.2753400526788783,223,39,-28.885199120506226,29.408797896104527,1709885565.7311845
9,-11,-0.30631823667475666,0.27671565818956934,221,42,-29.05973204570566,29.67059728390368,1709885565.7603757
9,-10,-0.3075306033103124,0.2778067881615695,218,43,-29.32153143350481,29.757863746503396,1709885565.7835302
9,-10,-0.30882632272679844,0.2789729356364069,217,45,-29.408797896104527,29.93239667170283,1709885565.8082767
10,-11,-0.3101357166432442,0.2801632937422667,216,48,-29.496064358704245,30.19419605950198,1709885565.8310108
10,-11,-0.31235463083846027,0.2821804884651904,214,48,-29.67059728390368,30.19419605950198,1709885565.8695364
10,-11,-0.31374935493294565,0.2834484194601771,213,49,-29.757863746503396,30.281462522101698,1709885565.893752
9,-10,-0.31517914786556034,0.28473523309953036,211,50,-29.93239667170283,30.368728984701416,1709885565.9210591
8,-9,-0.31630601704327044,0.28573689459082824,210,52,-30.019663134302547,30.54326190990085,1709885565.944972
8,-9,-0.3174337962730593,0.28673936501730724,210,53,-30.019663134302547,30.630528372500567,1709885565.9689043
8,-10,-0.31891785527407357,0.28792661221811866,207,55,-30.281462522101698,30.8050612977,1709885565.9972477
